Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
278,Nick Westbrook-Ikhine,28,MIA,WR,15,3,20,11,89,8.1,0,8,40.0,18,0.7,5.9,55.0,4.5,0,,WestNi00
279,LeQuint Allen,21,JAX,RB,17,1,11,10,54,5.4,0,0,18.2,10,0.6,3.2,90.9,4.9,0,,AlleLe01
280,Treylon Burks,25,WAS,WR,8,3,22,10,130,13.0,1,7,40.9,37,1.3,16.3,45.5,5.9,0,,BurkTr00
281,Ray Davis,26,BUF,RB,17,0,13,10,86,8.6,2,7,61.5,21,0.6,5.1,76.9,6.6,0,AP-1,DaviRa04
282,Isaiah Hodgins,27,NYG,WR,7,5,19,10,115,11.5,1,6,47.4,30,1.4,16.4,52.6,6.1,0,,HodgIs00
283,Charlie Kolar,26,BAL,TE,17,7,15,10,142,14.2,2,9,66.7,23,0.6,8.4,66.7,9.5,0,,KolaCh00
284,Allen Lazard,30,NYJ,WR,10,2,18,10,70,7.0,1,4,38.9,10,1.0,7.0,55.6,3.9,0,,LazaAl00
285,Konata Mumpfield,23,LAR,WR,17,0,23,10,92,9.2,1,7,34.8,19,0.6,5.4,43.5,4.0,0,,MumpKo00
286,Dare Ogunbowale,31,HOU,RB,17,0,13,10,76,7.6,0,3,30.8,18,0.6,4.5,76.9,5.8,1,,OgunDa00
287,Gunner Olszewski,29,NYG,WR,16,1,13,10,145,14.5,1,7,69.2,28,0.6,9.1,76.9,11.2,1,,OlszGu00
288,Dont'e Thornton,23,LVR,WR,15,8,30,10,135,13.5,0,7,26.7,36,0.7,9.0,33.3,4.5,0,,ThorDo00
289,Jamari Thrash,25,CLE,WR,9,1,15,10,107,10.7,0,5,53.3,23,1.1,11.9,66.7,7.1,0,,ThraJa01
290,Bhayshul Tuten,22,JAX,RB,15,0,14,10,79,7.9,2,3,50.0,24,0.7,5.3,71.4,5.6,2,,TuteBh00
291,Kyle Williams,23,NWE,WR,17,0,21,10,209,20.9,3,7,42.9,72,0.6,12.3,47.6,10.0,0,,WillKy03
292,Savion Williams,24,GNB,WR,12,0,10,10,78,7.8,1,3,50.0,33,0.8,6.5,100.0,7.8,1,,WillSa01
293,Rasheen Ali,24,BAL,RB,15,0,11,9,68,7.6,1,2,27.3,30,0.6,4.5,81.8,6.2,0,,AlixRa00
294,Grant Calcaterra,27,PHI,TE,15,6,13,9,76,8.4,1,4,53.8,16,0.6,5.1,69.2,5.8,0,,CalcGr00
295,Tanner Conner,27,MIA,TE,9,0,15,9,91,10.1,0,3,46.7,28,1.0,10.1,60.0,6.1,0,,ConnTa00
296,Darius Cooper,24,PHI,WR,13,0,11,9,92,10.2,0,6,63.6,19,0.7,7.1,81.8,8.4,0,,CoopDa01
297,Jacory Croskey-Merritt,24,WAS,RB,17,7,13,9,68,7.6,0,3,46.2,28,0.5,4.0,69.2,5.2,4,,CrosJa00
298,Scott Miller,28,PIT,WR,13,0,14,9,62,6.9,0,4,42.9,15,0.7,4.8,64.3,4.4,0,,MillSc01
299,Keaton Mitchell,23,BAL,RB,13,0,12,9,63,7.0,0,2,41.7,17,0.7,4.8,75.0,5.3,1,,MitcKe01
300,Elijah Moore,25,BUF,WR,9,2,17,9,112,12.4,0,4,35.3,31,1.0,12.4,52.9,6.6,0,,MoorEl00
301,Johnny Mundt,31,JAX,TE,16,6,19,9,111,12.3,0,6,47.4,21,0.6,6.9,47.4,5.8,0,,MundJo00
302,Dante Pettis,30,NOR,WR,8,0,11,9,127,14.1,0,4,45.5,32,1.1,15.9,81.8,11.5,1,,PettDa00
303,Will Shipley,23,PHI,RB,15,0,12,9,56,6.2,0,2,16.7,12,0.6,3.7,75.0,4.7,1,,ShipWi00
304,Brevyn Spann-Ford,26,DAL,TE,17,5,13,9,90,10.0,1,4,53.8,31,0.5,5.3,69.2,6.9,0,,SpanBr00
305,James Conner,30,ARI,RB,3,3,9,8,38,4.8,1,4,55.6,18,2.7,12.7,88.9,4.2,1,,ConnJa00
306,Blake Corum,25,LAR,RB,17,0,14,8,36,4.5,0,2,28.6,14,0.5,2.1,57.1,2.6,0,,CoruBl00
307,Anthony Firkser,30,DET,TE,7,4,10,8,53,6.6,0,4,40.0,18,1.1,7.6,80.0,5.3,0,,FirkAn00
308,Alec Ingold,29,MIA,FB,17,10,11,8,52,6.5,0,4,36.4,22,0.5,3.1,72.7,4.7,0,,IngoAl01
309,Brian Robinson Jr.,26,SFO,RB,17,0,12,8,25,3.1,0,1,25.0,6,0.5,1.5,66.7,2.1,0,,RobiBr01
310,Miles Sanders,28,DAL,RB,4,0,8,8,30,3.8,0,0,37.5,9,2.0,7.5,100.0,3.8,1,,SandMi01
311,Mitchell Tinsley,26,CIN,WR,17,4,24,8,116,14.5,2,6,33.3,27,0.5,6.8,33.3,4.8,0,,TinsMi00
312,Sean Tucker,24,TAM,RB,17,0,11,8,34,4.3,1,1,18.2,28,0.5,2.0,72.7,3.1,2,,TuckSe00
313,Charlie Woerner,28,ATL,TE,17,13,9,8,48,6.0,0,2,33.3,18,0.5,2.8,88.9,5.3,0,,WoerCh00
314,Trayveon Williams,28,2TM,RB,7,0,9,8,55,6.9,0,2,33.3,26,1.1,7.9,88.9,6.1,0,,WillTr06
314,Trayveon Williams,28,LAC,RB,3,0,1,1,0,0.0,0,0,0.0,,0.3,0.0,100.0,0.0,0,,WillTr06
314,Trayveon Williams,28,CLE,RB,4,0,8,7,55,7.9,0,2,37.5,26,1.8,13.8,87.5,6.9,0,,WillTr06
315,Tyler Conklin,30,LAC,TE,13,5,10,7,101,14.4,0,3,50.0,33,0.5,7.8,70.0,10.1,1,,ConkTy00
316,Dylan Drummond,25,ATL,WR,9,0,11,7,42,6.0,0,2,27.3,15,0.8,4.7,63.6,3.8,0,,DrumDy00
317,Ollie Gordon,21,MIA,RB,17,1,9,7,32,4.6,1,1,11.1,20,0.4,1.9,77.8,3.6,0,,GordOl00
318,Kylen Granson,27,PHI,TE,17,3,9,7,40,5.7,0,3,66.7,12,0.4,2.4,77.8,4.4,0,,GranKy00
319,Jawhar Jordan,26,HOU,RB,4,0,7,7,34,4.9,0,2,42.9,14,1.8,8.5,100.0,4.9,0,,JordJa00
320,Gage Larvadain,23,CLE,WR,13,0,14,7,71,10.1,0,3,28.6,14,0.5,5.5,50.0,5.1,4,,LarvGa00
321,Foster Moreau,28,NOR,TE,11,9,10,7,59,8.4,0,2,60.0,16,0.6,5.4,70.0,5.9,0,,MoreFo00
322,Curtis Samuel,29,BUF,WR,6,0,9,7,81,11.6,1,5,55.6,21,1.2,13.5,77.8,9.0,0,,SamuCu00
323,Stone Smartt,27,NYJ,TE,15,1,9,7,52,7.4,0,3,55.6,17,0.5,3.5,77.8,5.8,0,,SmarSt00
324,Arian Smith,24,NYJ,WR,16,5,16,7,52,7.4,0,4,31.3,23,0.4,3.3,43.8,3.3,0,,SmitAr01
325,Xavier Weaver,25,ARI,WR,10,2,13,7,67,9.6,0,2,30.8,23,0.7,6.7,53.8,5.2,0,,WeavXa00
326,Ray-Ray McCloud,29,2TM,WR,6,2,15,7,69,9.9,0,4,33.3,24,1.2,11.5,46.7,4.6,0,,McClRa00
326,Ray-Ray McCloud,29,ATL,WR,4,1,14,6,64,10.7,0,4,28.6,24,1.5,16.0,42.9,4.6,0,,McClRa00
326,Ray-Ray McCloud,29,NYG,WR,2,1,1,1,5,5.0,0,0,100.0,5,0.5,2.5,100.0,5.0,0,,McClRa00
327,Nate Adkins,26,DEN,TE,9,6,11,6,48,8.0,1,3,45.5,16,0.7,5.3,54.5,4.4,0,,AdkiNa00
328,Tutu Atwell,26,LAR,WR,10,4,15,6,192,32.0,1,4,40.0,88,0.6,19.2,40.0,12.8,0,,AtweTu00
329,Andrew Beck,29,NYJ,FB,17,2,9,6,45,7.5,2,4,66.7,17,0.4,2.6,66.7,5.0,0,,BeckAn01
330,Braxton Berrios,30,HOU,WR,4,0,8,6,37,6.2,0,3,37.5,14,1.5,9.3,75.0,4.6,0,,BerrBr00
331,Malik Heath,25,GNB,WR,11,0,7,6,86,14.3,0,4,85.7,37,0.5,7.8,85.7,12.3,0,,HeatMa00
332,Quintin Morris,26,JAX,TE,14,5,9,6,55,9.2,1,4,66.7,14,0.4,3.9,66.7,6.1,0,,MorrQu00
333,Adam Prentice,28,DEN,FB,17,3,8,6,53,8.8,0,3,50.0,14,0.4,3.1,75.0,6.6,0,,PrenAd00
334,James Proche,29,TEN,WR,9,2,12,6,65,10.8,0,2,33.3,23,0.7,7.2,50.0,5.4,0,,ProcJa00
335,Jack Stoll,27,NOR,TE,15,4,11,6,46,7.7,1,2,54.5,13,0.4,3.1,54.5,4.2,0,,StolJa00
336,Devontez Walker,24,BAL,WR,12,3,8,6,136,22.7,3,5,75.0,38,0.5,11.3,75.0,17.0,0,,WalkDe01
337,Jahdae Walker,23,CHI,WR,9,1,10,6,87,14.5,2,4,60.0,25,0.7,9.7,60.0,8.7,0,,WalkJa03
338,Casey Washington,24,ATL,WR,7,2,14,6,94,15.7,0,6,42.9,25,0.9,13.4,42.9,6.7,0,,WashCa01
339,Theo Wease,24,MIA,WR,3,0,10,6,139,23.2,1,6,60.0,63,2.0,46.3,60.0,13.9,0,,WeasTh00
340,Noah Brown,29,WAS,WR,4,4,10,5,83,16.6,0,3,50.0,28,1.3,20.8,50.0,8.3,0,,BrowNo00
341,Robbie Chosen,32,WAS,WR,3,0,9,5,53,10.6,0,2,22.2,17,1.7,17.7,55.6,5.9,0,,AndeRo04
342,Ashton Dulin,28,IND,WR,12,2,10,5,106,21.2,0,4,40.0,48,0.4,8.8,50.0,10.6,0,,DuliAs00
343,Austin Ekeler,30,WAS,RB,2,2,7,5,38,7.6,0,2,42.9,15,2.5,19.0,71.4,5.4,0,,EkelAu00
344,Jalin Hyatt,24,NYG,WR,8,0,14,5,35,7.0,0,2,28.6,14,0.6,4.4,35.7,2.5,0,,HyatJa00
345,KeAndre Lambert-Smith,24,LAC,WR,10,2,12,5,51,10.2,1,3,33.3,18,0.5,5.1,41.7,4.3,0,,LambKe01
346,Kendre Miller,23,NOR,RB,7,0,5,5,30,6.0,0,1,20.0,11,0.7,4.3,100.0,6.0,0,,MillKe01
347,Skyy Moore,25,SFO,WR,17,0,7,5,87,17.4,0,5,71.4,23,0.3,5.1,71.4,12.4,1,,MoorSk01
348,Albert Okwuegbunam,27,LVR,TE,1,0,6,5,36,7.2,0,2,50.0,16,5.0,36.0,83.3,6.0,0,,OkwuAl00
349,Josh Whyle,26,GNB,TE,8,1,6,5,36,7.2,1,2,66.7,21,0.6,4.5,83.3,6.0,0,,WhylJo01
350,Cedrick Wilson Jr.,30,MIA,WR,10,5,9,5,44,8.8,0,3,33.3,16,0.5,4.4,55.6,4.9,0,,WilsCe01
351,Jaylen Wright,22,MIA,RB,10,1,9,5,44,8.8,0,2,33.3,18,0.5,4.4,55.6,4.9,2,,WrigJa04
352,Michael Bandy,28,DEN,WR,4,0,4,4,50,12.5,1,3,100.0,20,1.0,12.5,100.0,12.5,1,,BandMi00
353,D'Wayne Eskridge,28,MIA,WR,13,0,7,4,62,15.5,0,3,42.9,40,0.3,4.8,57.1,8.9,1,,EskrDW00
354,Hassan Haskins,26,LAC,RB,12,0,4,4,13,3.3,0,0,25.0,9,0.3,1.1,100.0,3.3,0,,HaskHa00
355,Shedrick Jackson,26,LVR,WR,5,0,5,4,56,14.0,1,2,40.0,25,0.8,11.2,80.0,11.2,0,,JackSh01
356,Kameron Johnson,23,TAM,WR,17,0,7,4,64,16.0,1,3,42.9,34,0.2,3.8,57.1,9.1,2,,JohnKa01
357,Tom Kennedy,29,DET,WR,6,0,4,4,36,9.0,0,2,75.0,23,0.7,6.0,100.0,9.0,0,,KennTo01
358,Keleki Latu,23,BUF,TE,5,0,4,4,35,8.8,0,3,75.0,14,0.8,7.0,100.0,8.8,0,,LatuKe00
359,David Martin-Robinson,26,TEN,TE,17,4,6,4,30,7.5,1,3,66.7,14,0.2,1.8,66.7,5.0,0,,MartDa01
360,Scott Matlock,25,LAC,FB,16,8,4,4,12,3.0,1,1,75.0,5,0.3,0.8,100.0,3.0,0,,MatlSc00
361,Jaleel McLaughlin,25,DEN,RB,8,1,6,4,27,6.8,0,2,50.0,17,0.5,3.4,66.7,4.5,0,,McLaJa00
362,Bo Melton,26,GNB,CB,16,1,13,4,107,26.8,1,4,30.8,45,0.3,6.7,30.8,8.2,0,,MeltBo00
363,Andrew Ogletree,27,IND,TE,15,5,6,4,27,6.8,1,2,66.7,11,0.3,1.8,66.7,4.5,0,,OgleAn00
364,Eric Saubert,31,SEA,TE,11,5,7,4,31,7.8,0,2,42.9,12,0.4,2.8,57.1,4.4,0,,SaubEr00
365,Ben Skowronek,28,PIT,WR,17,3,6,4,69,17.3,1,4,66.7,22,0.2,4.1,66.7,11.5,0,PB,SkowBe00
366,Durham Smythe,30,CHI,TE,17,2,6,4,25,6.3,0,1,50.0,11,0.2,1.5,66.7,4.2,0,,SmytDu00
367,Tylan Wallace,26,BAL,WR,14,2,8,4,45,11.3,1,3,37.5,15,0.3,3.2,50.0,5.6,0,,WallTy00
368,Zamir White,26,LVR,RB,6,0,6,4,24,6.0,0,0,50.0,9,0.7,4.0,66.7,4.0,0,,WhitZa01
369,Brenden Bates,26,2TM,TE,9,3,5,4,48,12.0,0,3,80.0,19,0.4,5.3,80.0,9.6,0,,BateBr00
369,Brenden Bates,26,HOU,TE,3,0,2,2,23,11.5,0,2,100.0,19,0.7,7.7,100.0,11.5,0,,BateBr00
369,Brenden Bates,26,CLE,TE,6,3,3,2,25,12.5,0,1,66.7,19,0.3,4.2,66.7,8.3,0,,BateBr00
370,Tank Bigsby,24,2TM,RB,17,1,4,3,32,10.7,0,1,25.0,31,0.2,1.9,75.0,8.0,0,,BigsTa00
370,Tank Bigsby,24,JAX,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BigsTa00
370,Tank Bigsby,24,PHI,RB,16,1,4,3,32,10.7,0,1,25.0,31,0.2,2.0,75.0,8.0,0,,BigsTa00
371,Jalen Brooks,25,ARI,WR,5,0,6,3,51,17.0,0,3,50.0,20,0.6,10.2,50.0,8.5,1,,BrooJa03
372,Ty Chandler,27,MIN,RB,3,0,4,3,11,3.7,0,1,25.0,11,1.0,3.7,75.0,2.8,0,,ChanTy01
373,Efton Chism,24,NWE,WR,8,1,3,3,75,25.0,1,3,100.0,35,0.4,9.4,100.0,25.0,0,,ChisEf00
374,Josiah Deguara,28,ARI,TE,12,2,5,3,21,7.0,1,2,60.0,8,0.3,1.8,60.0,4.2,0,,DeguJo00
375,AJ Dillon,27,PHI,RB,7,0,3,3,21,7.0,0,0,100.0,11,0.4,3.0,100.0,7.0,1,,DillAJ00
376,Trevor Etienne,21,CAR,RB,17,0,3,3,13,4.3,0,1,33.3,7,0.2,0.8,100.0,4.3,2,,EtieTr01
377,Tai Felton,22,MIN,WR,17,0,3,3,25,8.3,0,2,66.7,10,0.2,1.5,100.0,8.3,0,,FeltTa00
378,Najee Harris,27,LAC,RB,3,0,3,3,25,8.3,0,1,66.7,11,1.0,8.3,100.0,8.3,0,,HarrNa00
379,Connor Heyward,26,PIT,TE,17,2,4,3,21,7.0,1,1,50.0,12,0.2,1.2,75.0,5.3,0,,HeywCo00
380,KhaDarel Hodge,30,ATL,WR,12,1,10,3,31,10.3,0,2,30.0,16,0.3,2.6,30.0,3.1,0,,HodgKh00
381,Dylan Laube,26,LVR,RB,17,0,4,3,18,6.0,0,1,50.0,13,0.2,1.1,75.0,4.5,1,,LaubDy00
382,James Mitchell,26,CAR,TE,5,0,3,3,28,9.3,0,2,100.0,11,0.6,5.6,100.0,9.3,0,,MitcJa00
383,Jaret Patterson,26,LAC,RB,6,1,4,3,8,2.7,0,1,25.0,4,0.5,1.3,75.0,2.0,0,,PattJa01
384,Tip Reiman,24,ARI,TE,4,3,5,3,18,6.0,0,1,40.0,10,0.8,4.5,60.0,3.6,0,,ReimTi00
385,Xavier Restrepo,23,TEN,WR,2,0,7,3,41,13.7,0,3,42.9,15,1.5,20.5,42.9,5.9,0,,RestXa00
386,Chris Rodriguez,25,WAS,RB,13,7,4,3,30,10.0,0,1,75.0,18,0.2,2.3,75.0,7.5,0,,RodrCh00
387,Raheim Sanders,23,CLE,RB,4,1,4,3,21,7.0,0,0,75.0,10,0.8,5.3,75.0,5.3,0,,SandRa00
388,Trent Sherfield,29,2TM,WR,12,3,5,3,21,7.0,0,1,20.0,15,0.3,1.8,60.0,4.2,0,,SherTr00
388,Trent Sherfield,29,DEN,WR,10,3,4,3,21,7.0,0,1,25.0,15,0.3,2.1,75.0,5.3,0,,SherTr00
388,Trent Sherfield,29,ARI,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,SherTr00
389,Ben Sims,25,MIN,TE,8,2,6,3,30,10.0,0,2,33.3,18,0.4,3.8,50.0,5.0,0,,SimsBe00
390,Deven Thompkins,26,ATL,WR,7,0,3,3,27,9.0,0,1,100.0,19,0.4,3.9,100.0,9.0,0,,ThomDe07
391,Austin Trammell,27,JAX,WR,6,0,10,3,46,15.3,0,2,20.0,18,0.5,7.7,30.0,4.6,0,,TramAu00
392,Tahj Washington,24,MIA,WR,6,1,5,3,37,12.3,0,1,40.0,19,0.5,6.2,60.0,7.4,1,,WashTa00
393,Justin Watson,29,HOU,WR,3,0,4,3,30,10.0,0,1,50.0,15,1.0,10.0,75.0,7.5,0,,WatsJu01
394,Cody White,27,SEA,WR,10,0,4,3,90,30.0,1,2,75.0,60,0.3,9.0,75.0,22.5,0,,WhitCo05
395,Shane Zylstra,29,DET,TE,6,3,5,3,20,6.7,0,1,20.0,11,0.5,3.3,60.0,4.0,0,,ZylsSh00
396,Braelon Allen,21,NYJ,RB,4,0,3,2,17,8.5,0,1,66.7,12,0.5,4.3,66.7,5.7,1,,AlleBr05
397,Andre Baccellia,28,ARI,WR,5,2,4,2,8,4.0,0,0,25.0,5,0.4,1.6,50.0,2.0,0,,BaccAn00
398,Alex Bachman,29,LVR,WR,13,0,3,2,12,6.0,0,2,66.7,9,0.2,0.9,66.7,4.0,1,,BachAl00
399,Ronnie Bell,25,NOR,WR,2,0,4,2,23,11.5,1,1,25.0,16,1.0,11.5,50.0,5.8,0,,BellRo01
400,Jake Bobo,27,SEA,WR,11,0,2,2,20,10.0,0,1,50.0,17,0.2,1.8,100.0,10.0,0,,BoboJa00
401,Pharaoh Brown,31,ARI,TE,7,2,2,2,1,0.5,0,0,0.0,1,0.3,0.1,100.0,0.5,0,,BrowPh01
402,Harrison Bryant,27,HOU,TE,12,4,6,2,7,3.5,0,1,16.7,5,0.2,0.6,33.3,1.2,0,,BryaHa00
403,Sal Cannella,29,CLE,TE,2,0,5,2,11,5.5,0,1,20.0,6,1.0,5.5,40.0,2.2,0,,CannSa00
404,Beaux Collins,23,NYG,WR,9,0,6,2,25,12.5,0,1,33.3,18,0.2,2.8,33.3,4.2,0,,CollBe00
405,Britain Covey,28,PHI,WR,6,0,4,2,20,10.0,0,2,50.0,12,0.3,3.3,50.0,5.0,2,,CoveBr00
406,Derius Davis,25,LAC,WR,11,0,3,2,10,5.0,0,0,33.3,7,0.2,0.9,66.7,3.3,1,,DaviDe02
407,Malik Davis,27,DAL,RB,10,0,5,2,16,8.0,0,0,0.0,10,0.2,1.6,40.0,3.2,0,,DaviMa02
408,Devin Duvernay,28,CHI,WR,17,0,5,2,26,13.0,0,1,40.0,24,0.1,1.5,40.0,5.2,0,,DuveDe00
409,Ross Dwelley,30,DET,TE,11,1,5,2,7,3.5,0,0,20.0,4,0.2,0.6,40.0,1.4,0,,DwelRo00
410,Clyde Edwards-Helaire,26,KAN,RB,2,0,2,2,9,4.5,0,0,50.0,7,1.0,4.5,100.0,4.5,0,,EdwaCl00
411,Tucker Fisk,26,LAC,TE,10,7,4,2,19,9.5,0,1,25.0,12,0.2,1.9,50.0,4.8,0,,FiskTu00
412,Antonio Gibson,27,NWE,RB,5,0,3,2,6,3.0,0,0,0.0,5,0.4,1.2,66.7,2.0,2,,GibsAn00
413,Reggie Gilliam,28,BUF,FB,17,2,2,2,24,12.0,0,1,50.0,22,0.1,1.4,100.0,12.0,0,,GillRe00
414,Xavier Gipson,24,PHI,WR,5,0,2,2,6,3.0,0,0,0.0,3,0.4,1.2,100.0,3.0,2,,GipsXa00
415,Tyler Goodson,25,IND,RB,11,0,3,2,8,4.0,0,0,33.3,8,0.2,0.7,66.7,2.7,0,,GoodTy00
416,Anthony Gould,24,IND,WR,11,1,2,2,6,3.0,0,0,0.0,3,0.2,0.5,100.0,3.0,0,,GoulAn00
417,Cam Grandy,25,CIN,TE,5,1,2,2,7,3.5,0,0,50.0,6,0.4,1.4,100.0,3.5,1,,GranCa00
418,C.J. Ham,32,MIN,FB,11,1,2,2,11,5.5,0,1,100.0,6,0.2,1.0,100.0,5.5,0,,HamxC.00
419,George Holani,26,SEA,RB,11,0,2,2,15,7.5,0,1,50.0,11,0.2,1.4,100.0,7.5,1,,HolaGe00
420,Jakobie Keeney-James,25,GNB,WR,1,1,2,2,15,7.5,0,0,50.0,8,2.0,15.0,100.0,7.5,0,,KeenJa00
421,Corey Kiner,23,ARI,RB,4,0,3,2,15,7.5,0,1,66.7,11,0.5,3.8,66.7,5.0,0,,KineCo00
422,Mason Kinsey,27,TEN,WR,10,0,4,2,48,24.0,0,2,50.0,34,0.2,4.8,50.0,12.0,0,,KinsMa00
423,Lucas Krull,27,DEN,TE,3,3,4,2,15,7.5,0,0,25.0,9,0.7,5.0,50.0,3.8,0,,KrulLu00
424,Phil Mafah,23,DAL,RB,1,0,2,2,11,5.5,0,1,50.0,10,2.0,11.0,100.0,5.5,0,,MafaPh00
