Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
425,Tay Martin,28,WAS,WR,3,0,2,2,23,11.5,0,1,100.0,14,0.7,7.7,100.0,11.5,0,,MartTa00
426,Moliki Matavao,22,NOR,TE,6,2,2,2,10,5.0,0,0,50.0,6,0.3,1.7,100.0,5.0,0,,MataMo00
427,Ryan Miller,25,TAM,WR,13,3,4,2,34,17.0,1,1,25.0,20,0.2,2.6,50.0,8.5,0,,MillRy01
428,Jalen Royals,22,KAN,WR,7,2,3,2,4,2.0,0,0,0.0,2,0.3,0.6,66.7,1.3,0,,RoyaJa00
429,Jordan Watkins,23,SFO,WR,4,0,3,2,26,13.0,0,1,33.3,19,0.5,6.5,66.7,8.7,0,,WatkJo00
430,Jared Wayne,25,HOU,WR,1,1,2,2,20,10.0,0,1,50.0,17,2.0,20.0,100.0,10.0,0,,WaynJa01
431,Blake Whiteheart,25,CLE,TE,17,4,6,2,4,2.0,0,0,0.0,4,0.1,0.2,33.3,0.7,1,,WhitBl01
432,Caleb Williams,24,CHI,QB,17,17,2,2,22,11.0,1,2,100.0,20,0.1,1.3,100.0,11.0,9,,WillCa03
433,Colson Yankoff,25,WAS,TE,14,0,3,2,18,9.0,0,2,66.7,14,0.1,1.3,66.7,6.0,0,,YankCo00
434,Dareke Young,26,SEA,WR,9,0,3,2,48,24.0,0,2,66.7,36,0.2,5.3,66.7,16.0,0,,YounDa02
435,Ben Yurosek,23,MIN,TE,12,1,3,2,14,7.0,0,1,66.7,9,0.2,1.2,66.7,4.7,0,,YuroBe00
436,Zaire Mitchell-Paden,26,2TM,TE,8,1,3,2,17,8.5,0,1,33.3,14,0.3,2.1,66.7,5.7,0,,MitcZa00
436,Zaire Mitchell-Paden,26,BAL,TE,6,1,2,1,3,3.0,0,0,0.0,3,0.2,0.5,50.0,1.5,0,,MitcZa00
436,Zaire Mitchell-Paden,26,NOR,TE,2,0,1,1,14,14.0,0,1,100.0,14,0.5,7.0,100.0,14.0,0,,MitcZa00
437,Spencer Anderson,25,PIT,OL,17,7,1,1,4,4.0,0,0,0.0,4,0.1,0.2,100.0,4.0,0,,AndeSp00
438,Jaydon Blue,21,DAL,RB,5,0,1,1,5,5.0,0,0,0.0,5,0.2,1.0,100.0,5.0,1,,BlueJa01
439,Tahj Brooks,23,CIN,RB,16,0,2,1,9,9.0,0,0,50.0,9,0.1,0.6,50.0,4.5,0,,BrooTa00
440,Connor Colby,22,SFO,OL,13,6,1,1,-1,-1.0,0,0,0.0,-1,0.1,-0.1,100.0,-1.0,0,,ColbCo00
441,Devin Culp,25,TAM,TE,13,0,1,1,6,6.0,1,1,100.0,6,0.1,0.5,100.0,6.0,0,,CulpDe00
442,Drake Dabney,23,GNB,TE,2,1,2,1,3,3.0,0,0,0.0,3,0.5,1.5,50.0,1.5,0,,DabnDr00
443,Payne Durham,25,TAM,TE,17,10,4,1,11,11.0,0,1,25.0,11,0.1,0.6,25.0,2.8,0,,DurhPa00
444,Quinn Ewers,22,MIA,QB,4,3,1,1,-6,-6.0,0,0,0.0,-6,0.3,-1.5,100.0,-6.0,3,,EwerQu00
445,Cody Ford,29,CIN,OT,17,0,1,1,21,21.0,0,1,100.0,21,0.1,1.2,100.0,21.0,0,,FordCo00
446,Khalil Herbert,27,NYJ,RB,7,0,4,1,4,4.0,0,0,25.0,4,0.1,0.6,25.0,1.0,0,,HerbKh00
447,Evan Hull,25,NOR,RB,6,0,1,1,6,6.0,0,0,0.0,6,0.2,1.0,100.0,6.0,0,,HullEv00
448,Terrell Jennings,24,NWE,RB,7,0,1,1,9,9.0,0,0,100.0,9,0.1,1.3,100.0,9.0,0,,JennTe00
449,Kaleb Johnson,22,PIT,RB,10,0,2,1,9,9.0,0,0,50.0,9,0.1,0.9,50.0,4.5,1,,JohnKa03
450,Jacoby Jones,24,WAS,WR,1,0,1,1,25,25.0,0,1,100.0,25,1.0,25.0,100.0,25.0,0,,JoneJa16
451,Tim Jones,27,JAX,WR,2,0,1,1,15,15.0,0,1,100.0,15,0.5,7.5,100.0,15.0,0,,JoneTi00
452,Patrick Mahomes,30,KAN,QB,14,14,1,1,-10,-10.0,0,0,0.0,-10,0.1,-0.7,100.0,-10.0,3,,MahoPa00
453,Will Mallory,26,IND,TE,2,0,1,1,16,16.0,0,1,100.0,16,0.5,8.0,100.0,16.0,0,,MallWi00
454,Chris Manhertz,33,NYG,TE,17,3,2,1,7,7.0,0,0,50.0,7,0.1,0.4,50.0,3.5,0,,ManhCh00
455,Drake Maye,23,NWE,QB,17,17,1,1,2,2.0,0,0,0.0,2,0.1,0.1,100.0,2.0,8,PBAP-2,MayeDr00
456,Jonathan Mingo,24,DAL,WR,6,0,5,1,25,25.0,0,1,20.0,25,0.2,4.2,20.0,5.0,0,,MingJo00
457,David Moore,30,CAR,WR,4,2,1,1,5,5.0,0,0,0.0,5,0.3,1.3,100.0,5.0,0,,MoorDa03
458,Malachi Moore,24,NYJ,DB,17,14,1,1,3,3.0,0,1,100.0,3,0.1,0.2,100.0,3.0,1,,MoorMa04
459,Bryce Oliver,25,TEN,WR,3,0,1,1,8,8.0,0,0,100.0,8,0.3,2.7,100.0,8.0,0,,OlivBr02
460,Spencer Rattler,25,NOR,QB,9,8,2,1,0,0.0,0,0,0.0,,0.1,0.0,50.0,0.0,4,,RattSp00
461,Nikko Remigio,26,KAN,WR,14,0,1,1,21,21.0,0,1,100.0,21,0.1,1.5,100.0,21.0,2,,RemiNi00
462,Patrick Ricard,31,BAL,FB,11,5,2,1,8,8.0,0,0,50.0,8,0.1,0.7,50.0,4.0,0,PBAP-2,RicaPa00
463,Anthony Richardson,23,IND,QB,2,0,1,1,9,9.0,0,1,100.0,9,0.5,4.5,100.0,9.0,0,,RichAn03
464,Aaron Rodgers,42,PIT,QB,16,16,1,1,-9,-9.0,0,0,0.0,-9,0.1,-0.6,100.0,-9.0,4,,RodgAa00
465,Carter Runyon,24,LVR,TE,13,0,1,1,3,3.0,0,0,0.0,3,0.1,0.2,100.0,3.0,0,,RunyCa00
466,Jeffery Simmons,28,TEN,DT,15,15,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0,1.0,0,PBAP-1,SimmJe01
467,Quentin Skinner,24,NYJ,WR,1,0,1,1,10,10.0,0,1,100.0,10,1.0,10.0,100.0,10.0,0,,SkinQu00
468,Robert Tonyan,31,KAN,TE,17,0,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,0,,TonyRo00
469,Samori Toure,27,NOR,WR,1,0,3,1,3,3.0,0,0,0.0,3,1.0,3.0,33.3,1.0,0,,TourSa00
470,Jack Westover,26,NWE,FB,17,2,2,1,0,0.0,0,0,0.0,,0.1,0.0,50.0,0.0,0,,WestJa01
471,Jared Wiley,25,KAN,TE,5,0,1,1,4,4.0,0,1,100.0,4,0.2,0.8,100.0,4.0,0,,WileJa00
472,Ke'Shawn Williams,24,CIN,WR,3,0,1,1,5,5.0,0,0,0.0,5,0.3,1.7,100.0,5.0,0,,WillKe08
473,Jameis Winston,31,NYG,QB,3,2,1,1,33,33.0,1,1,100.0,33,0.3,11.0,100.0,33.0,1,,WinsJa00
474,Tristan Wirfs,26,TAM,T,12,12,1,1,2,2.0,1,1,100.0,2,0.1,0.2,100.0,2.0,0,PB,WirfTr00
475,Jelani Woods,27,NYJ,TE,4,1,3,1,4,4.0,0,0,0.0,4,0.3,1.0,33.3,1.3,0,,WoodJe01
476,Cam Akers,26,MIN,RB,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,AkerCa00
477,Josh Allen,29,BUF,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,7,PB,AlleJo02
478,Kyle Allen,29,DET,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,AlleKy00
479,Brandon Aubrey,30,DAL,K,17,0,0,0,0,,0,0,,,0.0,0.0,,,0,PBAP-2,AubrBr00
480,Tyson Bagent,25,CHI,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,1,,BageTy00
481,Ulysses Bentley,25,IND,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BentUl00
482,Garett Bolles,33,DEN,T,17,17,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,PBAP-1,BollGa00
483,Teddy Bridgewater,33,TAM,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BridTe00
484,Jacoby Brissett,33,ARI,QB,14,12,0,0,0,,0,0,,,0.0,0.0,,,5,,BrisJa00
485,British Brooks,26,HOU,RB,15,2,0,0,0,,0,0,,,0.0,0.0,,,0,,BrooBr01
486,Max Brosmer,24,MIN,QB,7,2,0,0,0,,0,0,,,0.0,0.0,,,2,,BrosMa00
487,Brittain Brown,28,CHI,RB,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,BrowBr06
488,Jake Browning,29,CIN,QB,5,3,0,0,0,,0,0,,,0.0,0.0,,,1,,BrowJa08
489,Jason Brownlee,26,KAN,WR,6,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,BrowJa07
490,Shane Buechele,27,KAN,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BuecSh00
491,Joe Burrow,29,CIN,QB,8,8,0,0,0,,0,0,,,0.0,0.0,,,0,,BurrJo01
492,Alex Cappa,30,LVR,G,17,8,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,CappAl00
493,Nathan Carter,23,ATL,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,1,,CartNa00
494,Julius Chestnut,25,TEN,RB,17,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ChesJu00
495,Brady Cook,24,NYJ,QB,5,4,0,0,0,,0,0,,,0.0,0.0,,,3,,CookBr03
496,Kirk Cousins,37,ATL,QB,10,8,0,0,0,,0,0,,,0.0,0.0,,,3,,CousKi00
497,Malik Cunningham,27,DET,WR,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,CunnMa00
498,DeeJay Dallas,27,2TM,RB,6,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DallDe00
498,DeeJay Dallas,27,CAR,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DallDe00
498,DeeJay Dallas,27,JAX,RB,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DallDe00
499,Andy Dalton,38,CAR,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,2,,DaltAn00
500,Jayden Daniels,25,WAS,QB,7,7,0,0,0,,0,0,,,0.0,0.0,,,3,,DaniJa02
501,Sam Darnold,28,SEA,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,11,PB,DarnSa00
502,Jaxson Dart,22,NYG,QB,14,12,0,0,0,,0,0,,,0.0,0.0,,,5,,DartJa00
503,Joshua Dobbs,30,NWE,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DobbJo00
504,Justin Fields,26,NYJ,QB,9,9,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,4,,FielJu00
505,Joe Flacco,40,2TM,QB,13,10,0,0,0,,0,0,,,0.0,0.0,,,3,,FlacJo00
505,Joe Flacco,40,CLE,QB,4,4,0,0,0,,0,0,,,0.0,0.0,,,2,,FlacJo00
505,Joe Flacco,40,CIN,QB,9,6,0,0,0,,0,0,,,0.0,0.0,,,1,,FlacJo00
506,Feleipe Franks,28,ATL,TE,17,0,0,0,0,,0,0,,,0.0,0.0,,,0,,FranFe00
507,Dillon Gabriel,25,CLE,QB,10,6,0,0,0,,0,0,,,0.0,0.0,,,0,,GabrDi00
508,Jimmy Garoppolo,34,LAR,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GaroJi00
509,Myles Gaskin,28,SEA,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GaskMy00
510,DJ Giddens,22,IND,RB,9,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,GiddDJ00
511,Jamie Gillan,28,NYG,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GillJa00
512,Jared Goff,31,DET,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,6,,GoffJa00
513,Mecole Hardman,27,BUF,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,1,,HardMe00
514,Justin Herbert,27,LAC,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,7,PB,HerbJu00
515,Nyheim Hines,29,LAC,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,HineNy00
516,Travis Homer,27,CHI,RB,10,0,0,0,0,,0,0,,,0.0,0.0,,,0,,HomeTr00
517,Tyler Huntley,27,BAL,QB,5,2,0,0,0,,0,0,,,0.0,0.0,,,0,,HuntTy01
518,Jalen Hurts,27,PHI,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,8,,HurtJa00
519,Lamar Jackson,28,BAL,QB,13,13,0,0,0,,0,0,,,0.0,0.0,,,7,,JackLa00
520,Amar Johnson,22,LAC,RB,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JohnAm00
521,D'Ernest Johnson,29,2TM,RB,8,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JohnDE04
521,D'Ernest Johnson,29,ARI,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JohnDE04
521,D'Ernest Johnson,29,NWE,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JohnDE04
522,Josh Johnson,39,WAS,QB,5,2,0,0,0,,0,0,,,0.0,0.0,,,2,,JohnJo05
523,Roschon Johnson,24,CHI,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JohnRo07
524,Charlie Jones,27,CIN,WR,14,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JoneCh11
525,Daniel Jones,28,IND,QB,13,13,0,0,0,,0,0,,,0.0,0.0,,,9,,JoneDa05
526,Mac Jones,27,SFO,QB,11,8,0,0,0,,0,0,,,0.0,0.0,,,4,,JoneMa05
527,Velus Jones Jr.,28,SEA,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JoneVe00
528,Nick Kallerup,24,SEA,TE,9,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,KallNi00
529,Trey Lance,25,LAC,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,1,,LancTr00
530,Trevor Lawrence,26,JAX,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,5,,LawrTr00
531,Riley Leonard,23,IND,QB,5,1,0,0,-3,,0,0,,-3,0.0,-0.6,,,2,,LeonRi02
532,Drew Lock,29,SEA,QB,5,0,0,0,0,,0,0,,,0.0,0.0,,,2,,LockDr00
533,Jordan Love,27,GNB,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,7,,LoveJo03
534,Braden Mann,28,PHI,P,17,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MannBr01
535,Marcus Mariota,32,WAS,QB,11,8,0,0,0,,0,0,,,0.0,0.0,,,6,,MariMa01
536,Adrian Martinez,25,SFO,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MartAd00
537,Jake Matthews,33,ATL,T,17,17,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,MattJa00
538,Baker Mayfield,30,TAM,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,11,,MayfBa00
539,J.J. McCarthy,22,MIN,QB,10,10,0,0,0,,0,0,,,0.0,0.0,,,6,,McCaJJ00
540,Tanner McKee,25,PHI,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,0,,McKeTa01
541,Davis Mills,27,HOU,QB,6,3,0,0,0,,0,0,,,0.0,0.0,,,1,,MillDa02
542,Jalen Milroe,23,SEA,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,1,,MilrJa00
543,Joe Milton,25,DAL,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,1,,MiltJo00
544,Kendall Milton,23,CIN,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MiltKe01
545,Gardner Minshew II,29,KAN,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,0,,MinsGa00
546,Elijah Mitchell,27,KAN,RB,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,MitcEl00
547,Nick Mullens,30,JAX,QB,5,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MullNi00
548,Kalel Mullings,23,TEN,RB,9,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MullKa00
549,Kyler Murray,28,ARI,QB,5,5,0,0,0,,0,0,,,0.0,0.0,,,1,,MurrKy00
550,Bo Nix,25,DEN,QB,17,17,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,4,,NixxBo00
551,Kene Nwangwu,27,NYJ,RB,12,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,NwanKe00
552,Aidan O'Connell,27,LVR,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,OConAi00
553,Chris Oladokun,28,KAN,QB,3,2,0,0,0,,0,0,,,0.0,0.0,,,4,,OladCh00
554,Coleman Owen,24,IND,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,OwenCo00
555,Michael Penix,25,ATL,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,4,,PeniMi00
556,Trevor Penning,26,LAC,OT,7,4,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,PennTr00
557,Kenny Pickett,27,LVR,QB,6,2,0,0,0,,0,0,,,0.0,0.0,,,1,,PickKe00
558,Dameon Pierce,25,2TM,RB,5,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,PierDa01
558,Dameon Pierce,25,HOU,RB,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,PierDa01
558,Dameon Pierce,25,KAN,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,PierDa01
559,Isaiah Pola-Mao,26,LVR,S,17,17,0,0,0,,0,0,,,0.0,0.0,,,0,,PolaIs00
560,Dak Prescott,32,DAL,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,6,PB,PresDa01
561,Brock Purdy,26,SFO,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,3,,PurdBr00
562,Bernhard Raimann,28,IND,T,16,16,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,RaimBe00
563,Craig Reynolds,29,DET,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,0,,ReynCr00
564,Giovanni Ricci,29,DET,TE,3,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,RiccGi00
565,Philip Rivers,44,IND,QB,3,3,0,0,0,,0,0,,,0.0,0.0,,,2,,RivePh00
566,Ronnie Rivers,26,LAR,RB,11,0,0,0,0,,0,0,,,0.0,0.0,,,0,,RiveRo01
567,Mason Rudolph,30,PIT,QB,5,1,0,0,0,,0,0,,,0.0,0.0,,,1,,RudoMa00
568,Cooper Rush,32,BAL,QB,4,2,0,0,0,,0,0,,,0.0,0.0,,,1,,RushCo00
569,Brady Russell,27,SEA,FB,17,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,RussBr00
570,Shedeur Sanders,23,CLE,QB,8,7,0,0,0,,0,0,,,0.0,0.0,,,2,,SandSh00
571,Jacob Saylors,24,DET,RB,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,,SaylJa00
572,Tyler Shough,26,NOR,QB,11,9,0,0,0,,0,0,,,0.0,0.0,,,3,,ShouTy00
573,Steven Sims,28,ARI,WR,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,SimsSt00
574,Geno Smith,35,LVR,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,4,,SmitGe00
575,Matthew Stafford,37,LAR,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,7,PBAP-1,StafMa00
576,Jarrett Stidham,29,DEN,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,StidJa00
577,C.J. Stroud,24,HOU,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,2,,StroCJ00
578,Grant Stuard,27,DET,LB,17,0,0,0,0,,0,0,,,0.0,0.0,,,0,,StuaGr00
579,Tua Tagovailoa,27,MIA,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,8,,TagoTu00
580,Tyrod Taylor,36,NYJ,QB,6,4,0,0,0,,0,0,,,0.0,0.0,,,1,,TaylTy00
581,Rodney Thomas II,27,IND,S,17,0,0,0,0,,0,0,,,0.0,0.0,,,0,,ThomRo07
582,Mitchell Trubisky,31,BUF,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,TrubMi00
583,Clayton Tune,26,GNB,QB,2,1,0,0,0,,0,0,,,0.0,0.0,,,1,,TuneCl00
584,Malik Turner,29,SFO,WR,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,TurnMa00
585,Sione Vaki,24,DET,RB,11,0,0,0,0,,0,0,,,0.0,0.0,,,0,,VakiSi00
586,Cam Ward,23,TEN,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,11,,WardCa00
587,Carson Wentz,33,MIN,QB,5,5,0,0,0,,0,0,,,0.0,0.0,,,3,,WentCa00
588,Josh Williams,25,TAM,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WillJo011
589,Brayden Willis,26,SFO,TE,6,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WillBr06
590,Malik Willis,26,GNB,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,2,,WillMa12
591,Russell Wilson,37,NYG,QB,6,3,0,0,0,,0,0,,,0.0,0.0,,,3,,WilsRu00
592,Zach Wilson,26,MIA,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WilsZa00
593,Jacardia Wright,25,SEA,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WrigJa05
594,Owen Wright,26,TAM,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WrigOw00
595,Luke Wypler,24,CLE,C,17,5,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WyplLu00
596,Bryce Young,24,CAR,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,7,,YounBr01
,League Average,,,,,,,,,,,,51.0,,1.6,17.4,67.5,7.4,,,-9999